,Horsemen of Apocalypse,Soviet Super-Troopers,Galactic Guardians,Lemuria,Subterranea,New Mutants (Earth-811),Triad,Inner Circle,Flashmob,Supreme Soviets,Council of God-Heads,Clan Askani,British Army,Kronas Corporation,Wild Pack,Salem\'s Seven,Defenders/Secret Defenders,Viper,C.I.A,Cheyarafim,Exterminators,Secret Avengers,Alpha Squadron training squad,Hell-Lords,New York City,Legion of Night,The Crew,Civil War,Cat People,Young Allies,Future Foundation,Corporation,Night Shift,Winter Guard,C.I.A.,Daughters of the Dragon,Secret Empire,Infinity Watch,Dark Gods,Psi-Key,Stark Resilient,Hardcore,New Men,World Counter-terrorism Agency,Sinister Sixteen,The Avengers,Guardians of the Galaxy,Olympian Gods,Point Men,MI6,Chinese government,Alchemax,Deviant,Liberteens,Archdiocese of New York,Freedom\'s Five,Atlantis,Askani,Ani-Men,Triune Understanding,Maggia,UCWF,Stark Enterprises,Darkhold,Rapid Anti-Robot Attack Team,Emplate's Hellions,New Warriors,MI5,Exiles,New York Police Department,Third Reich,The Cabal,FBI,"""Secret Avengers""",Universal Inhumans,Alpha Squadron,Avengers,Mandarin\'s Minions,Amazons,Vanguard,Damage Control,Bacchae,Commission on Superhuman Activities,Pacific Overlords,United States Navy,Sisterhood of Mutants,Karma,Hell's Belles,Starforce,Fantastic Five,Jean Grey School,Immortal Weapons,The Order,Fallen Angels,Young Allies (Counter-Earth),Sons of the Tiger,Russian Cosmonaut program,Cypher,Super-Sentinels,Generation X,Jean Grey School Students,Agents of Atlas,Desert Stars,MODOK,Genoshan Excalibur,Hellions,X-Club,Brotherhood of Evil Mutants,Nazi Party,FLQ,Imperfects,Paladins training squad,Four Horsemen of Apocalypse,U.S. military,Hammer Industries,X-Statix,Fifty State Initiative,Watchers,Thieves\' Guild,Annihilation Wave,Pantheon,Dream Team,Black Air,Avengers Unity Division,Hulkbusters,Brotherhood of Mutant Supremacy,U.S.Avengers,The Hand,S.H.I.E.L.D,US Military,Femme Fatales,Desert Sword,X-Cell,The Redeemers,Exemplars Squad,Fin Fang Four,Iron Legion,Mutant Force/Resistants,Technarchy,Skrull Kill Krew,Batroc's Brigade,Code: Blue,Factor Three,Headmen,MI-6,The Maggia,The Loners,X.S.E,KGB,The Pride,The Rangers,Freelance Restorations,X-Nation 2099,Storm\'s training squad,Federal Bureau of Investigation,Six-Pack,Roxxon Oil Company,Press Gang,United Front,Nazi Germany,Psionex,French Foreign Legion,The Zodiac,"Thibert, Art",Defenders 2099,Force Works,Dead X-Men,Hellfire Club,Satan Squad,Thor Corps,Shi\'ar,Avengers: The Initiative,N\'astirh,Micronauts,Unholy Three,Redeemers,NSA,Anachronauts,XSE,Worthy,Nextwave,NASA,Six,Mossad,New U Technologies,Project Rebirth,America Redeemers,Squadron Supreme,British army,Brotherhood,Crazy Sues,The Outlaws,The Morlocks,Gladiators,Daily Bugle,Genoshan Cabinet,Galactic Council,Great Lakes Initiative,New Avengers,NYPD,New Invaders,Fear Lords,Freaks,"Simonson, Walt",Women\'s Auxiliary Army Corps,Department of Defense,Crazy Gang,Goblin Nation,Kree,Young X-Men,Avengers Academy,Corsairs training squad,United States Department of Defense,Shadow Initiative,Liberty Legion,X-Men-In-Training,Howling Commandos,Fantastic Four (Ultimate Marvel version),Zodiac Cartel,Skrull Empire,S.T.A.K.E.,Alliance of Evil,Big Hero 6,Rangers,Fantastic Force,Special Class,"Goodman, Lieber, Kurtzberg & Holliway",The Initiative,Batroc\'s Brigade,Schutz Heiliggruppe,Children of Tomorrow,New Ultimates,Deadpool Corps,Kang the Conqueror,The 198,Clan Chosen,Fellowship of Fear,Parker Industries,Shi\'ar Empire,MI16,Kid Commandos,Paragons training squad,Theatre of Pain,All New Exiles,Brotherhood of Badoon,Circus of Crime,Interpol,U.S. Army,Oscorp,Project: Pegasus,Charles Xavier,Nova Corps,Weapon X,Force of Nature,Street Team X-Men,HYDRA,Wrecking Crew,Committee,Monster Hunters,New Fantastic Four,New Canaanites,Providence,"BAD Girls, Inc.",Valkyrior,Omega Prime Sentinels,Inuit Tribe,Death\'s Champions,West Coast Avengers,Nasty Boys,Riot Squad,The Children,Eternals,S.H.I.E.L.D.'s Paranormal Containment Unit,The Conspiracy,Black Order,Sorcerers Supreme,Project Pegasus,A-Force,Hydra,First Line,Humanity\'s Last Stand,Centers for Disease Control,Roxxon Corporation,Royal Canadian Mounted Police,Sons of Yinsen,Office of National Emergency,Yakuza,Avengers A.I.,X-Terminators,Mutant Liberation Front,Elder Gods,Attuma,X-Corps,Xavier Security Enforcers,Stark Industries,DARPA,Project: Rebirth,Empire State University,"""Defenders for a Day""",Astonishing Avengers,New Charles Xavier School Students,Dark X-Men,The Mighty Avengers,Loners,Legion of Losers,X-Factor,Alias Private Investigations,Mutant Force,Supreme Soviets/People\'s Protectorate,The Right,Revengers,Shi\'ar Imperium,Death-Throws,Utopians,The Defenders,"All-New, All-Different Avengers",All-New X-Men,Xavier Institute,Genetix,The Twelve,"""Secret Avengers"" (Civil War)",Children of the Vault,Offenders,Taylor Foundation,X-Men,Serpent Squad,Horsemen of Death,Invaders,The Crazy Gang,Nick Fury\'s Howling Commandos,X-Corporation,Nightstalkers,Inheritors,Runaways,A.I.M.,Godzilla Squad,Legion Accursed,Gamma Flight,"Bendis, Brian Michael",U-Men,Skeleton Crew,NATO,Frightful Four,Genoshan Magistrates,Inner Guard,Lethal Legion,New X-Men,Selene,Spaceknights,Church of Hala,G.B. Blackrock,Initiative,Hell-lords,Legion of Monsters,Williams Innovations,Omega Flight,Fearsome Foursome,Squadron Sinister,New Mutants,New Revengers,Enforcers,The Brood,Chaos War,Kree Space Navy,MI-13,X-Corporation Mumbai,Edwin Cord,Brotherhood of Mutants,Hand,The Hellfire Club,Titanic Three,Phalanx,Fearless Defenders,"Marquez, David",Starjammers,Olympians,Phoenix Five,Dr. Octopus,Plex,Marvel Knights,Grapplers,Marauders,Horseman of Apocalypse,Guardsmen,SHRA Training Program,Nanny,God Squad,New Men/Knights of Wundagore,AXIS,Advanced Idea Mechanics,Heavy Mettle,\'\'New Warriors\'\' vol. 5,X-Treme Sanctions Executive,United States Government,Team X,Legion of the Unliving,X-Factor Investigations,Defenders for a Day,Sinister Syndicate,Death Squad,Secret Warriors,Nazis,Secret Defenders,Sisters of Sin,Counter Force,Young Avengers,Lady Liberators,Champions,People\'s Defense Force,Superior Six,All-New Exiles,Intelligencia,DEA,X-Force,National Force,O-Force,United States Army,Femizons,Negative Zone,Knights of Pendragon,Defenders Impersonators,"Landau, Luckman, and Lake",Gamma Corps,Chitauri,Web Warriors,CSA,Mighty Avengers,Mindless Ones,R.C.X.,Red Mafia,The Brotherhood of Badoon,The Firm,Set,Heavy Hitters,U-Foes,Roman Senate,Pride,Fantastic Four Incorporated,Inhumans,Imperial Japanese Army,Avengers Resistance,MI: 13,Vampires,Muir Island X-Men,Deep Six,Chevaliers training squad,Jean Grey School Staff,Folding Circle,The Facility,ULTIMATUM,New Pride,The Squadron Supreme,New Hellions,Alpha Flight Space Program,Skrull,Hounds,X-People,Warriors Three,U.S. Air Force,Cabal,United States Air Force,Champions of Xandar,New Enforcers,Elders of the Universe,S.H.I.E.L.D.\'s Paranormal Containment Unit,Hell\'s Belles,The Chaste,Beta Flight,Weapon P.R.I.M.E.,A-Next,Klaw,Power Tools,Strikeforce: Morituri,Alpha Flight,Hellfire Academy,Roxxon Oil,Sentinels,Reavers,Teen Brigade,Slingers,Upstarts,Six Pack,Purifiers,X-Men 2099,Uncanny Avengers,Weapon Plus Program,Dark Avengers,New Mutants training squad,Houston Police Department,Deadpool,Scourges of the Underworld,Young Allies (Heroic Age),Clan Akkaba,Vatican,X-Corporation: Paris,Paragons,Project: Wideawake,Camelot,Madripoor,Institute of Evil,Acts of Vengeance,The Intruders,Four Horsemen,Unlimited Class Wrestling Federation,Villains for Hire,Black Spectre,Morlocks,Costa Family,Zodiac,Crusaders,The Lights,Neyaphem,Dark Riders,Savage Six,Annihilators,Champions of Los Angeles,Gods of Olympus,Department K,S.T.A.K.E,Great Lakes Avengers,Weapon Plus,Thunderiders,Mister X,Blade,USAF,S.H.I.E.L.D. Paranormal Containment Unit,UK parliament,The Worthy,Brand Corporation,Badoon,Masters of Evil,Xavier\'s Security Enforcers,Serpent Society,Captain Britain Corps,Genosha,Acolytes,United Nations,Yancy Street Gang,Jean Grey School for Higher Learning,Young Masters,Night People,"""Avengers"" (1959)",The Nail,Maximum Carnage,Supernovas,H.A.T.E.,Resistants,Friends of Humanity,Heavy Metal,Heralds of Galactus,Tong,Central Intelligence Agency,Agents of Fortune,"Adams, Arthur",Sinister Twelve,Fantastic Four,Apocalypse,Salem's Seven,Pet Avengers,"""Marvel Knights""",Firm,Avengers Unity Squad,The Spider Society,CIA,Ultimates,Savage Land Mutates,Sinister Six,Illuminati,Shi\'ar Imperial Guard,United States Marine Corps,Midnight Sons,Department H,Deviants,Roxxon Energy Corporation,The Corporation,Outcasts,Emissaries of Evil,Heroes for Hire,S.W.O.R.D.,Witches,Askani Clan Chosen,Iron Avengers,Hellions training squad,Genoshan Assault X-Men,Defenders,Carnage,Soviet Super-Soldiers,Agency X,Neo-Knights,Drain Dwellers,Renegades,Thunderbolts,Russian Federation,Gene Nation,Power Pack,Imperial Guard,The Pulse Magazine,The Anachronauts,H.A.M.M.E.R.,Excalibur,The Jury,Ultraforce,V-Battalion,Avengers West Coast,A.R.M.O.R.,Inhuman Royal Family,Shadow Council,S.H.I.E.L.D.,Super-Axis,Externals,Weapon Plus Project,Mercs for Money,Indian Police Force,Beyonders,Lords of the Splinter Realms,The Invaders,Sapien League,Age of Apocalypse,Cult of Kali,Emplate\'s Hellions,Hood,Operation: Zero Tolerance,Secret Avengers (Civil War),Jean Grey\'s X-Men,Xavier\'s Underground Enforcers,Omega Gang,Fearsome Four,SS-Oberf\xc3\xbchrer,People\'s Protectorate,Asgard,Herald of Galactus,X-Treme X-Men,New York City Police Department,Warbound,Cross Technological Enterprises,New Excalibur,Avengers Idea Mechanics,AIM,Freedom Force,Multiverse X-Men,All-Winners Squad,Official Handbook of the Marvel Universe A to Z,The Grapplers,The Ultimates,faction
Abigail Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Abner Jenkins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Abomination (comics),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abraham Cornelius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Absorbing Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Warlock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
